Player Name,Year,Salary,Team,Retained/Bought/Unsold
Jason holder,2023,5.75 crore,Rajasthan Royals,Bought
Ravichandran ashwin,2023,5 crore,Rajasthan Royals,Retained
Yashasvi Jaiswal,2023,4.00 crore,Rajasthan Royals,Retained
Riyan parag,2023,3.8 crore,Rajasthan Royals,Retained
Navdeep saini,2023,2 crore,Rajasthan Royals,Bought
Adam zampa,2023,1.5 crore,Rajasthan Royals,Bought
Joe Root,2023,1 crore,Rajasthan Royals,Bought
Obed McCoy,2023,1 crore,Rajasthan Royals,Bought
Sandeep sharma,2023,0.5 crore,Rajasthan Royals,Bought
Km asif,2023,0.3 crore,Rajasthan Royals,Bought
Abdul Basith,2023,0.2 crore,Rajasthan Royals,Bought
Dhruv Jurel,2023,0.2 crore,Rajasthan Royals,Bought
Kuldip Yadav,2023,0.2 crore,Rajasthan Royals,Bought
Murugan ashwin,2023,0.2 crore,Rajasthan Royals,Bought
Sanju samson,2022,14 crore,Rajasthan Royals,Retained
Jos Buttler,2022,10 crore,Rajasthan Royals,Retained
Prasidh krishna,2022,10 crore,Rajasthan Royals,Bought
Prasidh Krishna,2022,"?10,00,00,000 crore",Rajasthan Royals,Bought
Shimron hetmyer,2022,8.5 crore,Rajasthan Royals,Bought
Shimron Hetmyer,2022,"?8,50,00,000 crore",Rajasthan Royals,Bought
Trent boult,2022,8 crore,Rajasthan Royals,Bought
Trent Boult,2022,"?8,00,00,000 crore",Rajasthan Royals,Bought
Devdutt Padikkal,2022,7.75 crore,Rajasthan Royals,Bought
Yuzvendra chahal,2022,6.5 crore,Rajasthan Royals,Bought
Yuzvendra Chahal,2022,"?6,50,00,000 crore",Rajasthan Royals,Bought
R. Ashwin,2022,"?5,00,00,000 crore",Rajasthan Royals,Bought
Ravichandran ashwin,2022,5 crore,Rajasthan Royals,Bought
Yashasvi Jaiswal,2022,4 crore,Rajasthan Royals,Retained
Riyan parag,2022,3.8 crore,Rajasthan Royals,Bought
Riyan Parag,2022,"?3,80,00,000 crore",Rajasthan Royals,Bought
Navdeep saini,2022,2.6 crore,Rajasthan Royals,Bought
Navdeep Saini,2022,"?2,60,00,000 crore",Rajasthan Royals,Bought
Nathan coulter nile,2022,2 crore,Rajasthan Royals,Bought
Nathan Coulter-Nile,2022,"?2,00,00,000 crore",Rajasthan Royals,Bought
James Neesham,2022,"?1,50,00,000 crore",Rajasthan Royals,Bought
Karun Nair,2022,"?1,40,00,000 crore",Rajasthan Royals,Bought
Rassie van der Dussen,2022,1 crore,Rajasthan Royals,Bought
Rassie Van Der Dussen,2022,"?1,00,00,000 crore",Rajasthan Royals,Bought
Daryl Mitchell,2022,"?75,00,000 crore",Rajasthan Royals,Bought
Obed Mccoy,2022,"?75,00,000 crore",Rajasthan Royals,Bought
K.C Cariappa,2022,"?30,00,000 crore",Rajasthan Royals,Bought
Anunay Singh,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Dhruv Jurel,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Kuldeep Sen,2022,0.2 crore,Rajasthan Royals,Bought
Kuldeep Sen,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Kuldip Yadav,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Shubham Garhwal,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Tejas Baroka,2022,"?20,00,000 crore",Rajasthan Royals,Bought
Chris morris,2021,16.25 crore,Rajasthan Royals,Bought
Christopher Morris,2021,"16,25,00,000 crore",Rajasthan Royals,Unsold
Ben stokes,2021,12.5 crore,Rajasthan Royals,Retained
Sanju samson,2021,8 crore,Rajasthan Royals,Retained
Jos Buttler,2021,4.4 crore,Rajasthan Royals,Retained
Shivam dube,2021,4.4 crore,Rajasthan Royals,Bought
Shivam Dube,2021,"4,40,00,000 crore",Rajasthan Royals,Unsold
Rahul tewatia,2021,3 crore,Rajasthan Royals,Retained
Riyan parag,2021,1.3 crore,Rajasthan Royals,Retained
Chetan Sakariya,2021,1.2 crore,Rajasthan Royals,Bought
Mustafizur rahman,2021,1 crore,Rajasthan Royals,Bought
Mustafizur Rahman,2021,"1,00,00,000 crore",Rajasthan Royals,Unsold
Liam Livingstone,2021,"75,00,000 crore",Rajasthan Royals,Unsold
Akash Singh,2021,"20,00,000 crore",Rajasthan Royals,Unsold
K.C Cariappa,2021,"20,00,000 crore",Rajasthan Royals,Unsold
Kuldip Yadav,2021,"20,00,000 crore",Rajasthan Royals,Unsold
Manan vohra,2021,0.2 crore,Rajasthan Royals,Bought
Shreyas gopal,2021,0.2 crore,Rajasthan Royals,Retained
Steven smith,2020,12.5 crore,Rajasthan Royals,Retained
Sanju samson,2020,8 crore,Rajasthan Royals,Retained
Jofra Archer,2020,7.2 crore,Rajasthan Royals,Retained
Mikyle Louis,2020,4.4 crore,Rajasthan Royals,Retained
Ankit rajpoot,2020,3 crore,Rajasthan Royals,Bought
Jaydev unadkat,2020,3 crore,Rajasthan Royals,Bought
Rahul tewatia,2020,3 crore,Rajasthan Royals,Bought
Robin uthappa,2020,3 crore,Rajasthan Royals,Bought
Yashasvi Jaiswal,2020,2.4 crore,Rajasthan Royals,Bought
Mayank markande,2020,2 crore,Rajasthan Royals,Bought
Kartik Tyagi,2020,1.3 crore,Rajasthan Royals,Bought
Andrew tye,2020,1 crore,Rajasthan Royals,Bought
Tom curran,2020,1 crore,Rajasthan Royals,Bought
Mohammad Ali,2020,0.8 crore,Rajasthan Royals,Bought
Shreyas gopal,2020,0.8 crore,Rajasthan Royals,Retained
David Miller,2020,0.75 crore,Rajasthan Royals,Bought
Oshane thomas,2020,0.5 crore,Rajasthan Royals,Bought
Malsha Tharupathi,2020,0.3 crore,Rajasthan Royals,Bought
Mahipal lomror,2020,0.2 crore,Rajasthan Royals,Bought
Manan vohra,2020,0.2 crore,Rajasthan Royals,Bought
Pat Cummins,2020,0.2 crore,Rajasthan Royals,Bought
Pathum Kumara,2020,0.2 crore,Rajasthan Royals,Bought
Riyan parag,2020,0.2 crore,Rajasthan Royals,Retained
Ben stokes,2020,0 crore,Rajasthan Royals,Retained
Varun aaron,2020,0 crore,Rajasthan Royals,Bought
Ben stokes,2019,12.5 crore,Rajasthan Royals,Retained
Jaydev unadkat,2019,8.4 crore,Rajasthan Royals,Bought
Sanju samson,2019,8 crore,Rajasthan Royals,Retained
Jofra Archer,2019,7.2 crore,Rajasthan Royals,Retained
Krishnappa gowtham,2019,6.2 crore,Rajasthan Royals,Bought
Jos Buttler,2019,4.4 crore,Rajasthan Royals,Retained
Ajinkya rahane,2019,4 crore,Rajasthan Royals,Retained
Steven smith,2019,4 crore,Rajasthan Royals,Retained
Rahul tripathi,2019,3.4 crore,Rajasthan Royals,Retained
Varun aaron,2019,2.4 crore,Rajasthan Royals,Bought
Oshane thomas,2019,1.1 crore,Rajasthan Royals,Bought
Dhawal kulkarni,2019,0.75 crore,Rajasthan Royals,Bought
Ashton turner,2019,0.5 crore,Rajasthan Royals,Bought
Liam Livingstone,2019,0.5 crore,Rajasthan Royals,Bought
Stuart Binny,2019,0.5 crore,Rajasthan Royals,Bought
Mahipal lomror,2019,0.2 crore,Rajasthan Royals,Bought
Prashant chopra,2019,0.2 crore,Rajasthan Royals,Bought
Riyan parag,2019,0.2 crore,Rajasthan Royals,Bought
Shreyas gopal,2019,0.2 crore,Rajasthan Royals,Retained
Sudhesan midhun,2019,0.2 crore,Rajasthan Royals,Bought
Ish sodhi,2019,0 crore,Rajasthan Royals,Bought
Ben stokes,2018,12.5 crore,Rajasthan Royals,Bought
Jaydev unadkat,2018,11.5 crore,Rajasthan Royals,Bought
Sanju samson,2018,8 crore,Rajasthan Royals,Bought
Jofra Archer,2018,7.2 crore,Rajasthan Royals,Bought
Krishnappa gowtham,2018,6.2 crore,Rajasthan Royals,Bought
Jos Buttler,2018,4.4 crore,Rajasthan Royals,Retained
Ajinkya rahane,2018,4 crore,Rajasthan Royals,Retained
Rahul tripathi,2018,3.4 crore,Rajasthan Royals,Bought
Dhawal kulkarni,2018,0.75 crore,Rajasthan Royals,Bought
Ben laughlin,2018,0.5 crore,Rajasthan Royals,Bought
Heinrich Klaasen,2018,0.5 crore,Rajasthan Royals,Bought
Ish sodhi,2018,0.5 crore,Rajasthan Royals,Bought
Stuart Binny,2018,0.5 crore,Rajasthan Royals,Bought
Anureet Singh,2018,0.3 crore,Rajasthan Royals,Bought
Ankit sharma,2018,0.2 crore,Rajasthan Royals,Bought
Mahipal lomror,2018,0.2 crore,Rajasthan Royals,Bought
Prashant chopra,2018,0.2 crore,Rajasthan Royals,Bought
Shreyas gopal,2018,0.2 crore,Rajasthan Royals,Bought
Virat kohli,2025,21 crore,Royal Challengers Bangalore,Retained
Josh Hazlewood,2025,12.5 crore,Royal Challengers Bangalore,Bought
Phil Salt,2025,11.5 crore,Royal Challengers Bangalore,Bought
Jitesh Sharma,2025,11 crore,Royal Challengers Bangalore,Bought
Rajat Patidar,2025,11 crore,Royal Challengers Bangalore,Retained
Bhuvneshwar kumar,2025,10.75 crore,Royal Challengers Bangalore,Bought
Liam Livingstone,2025,8.75 crore,Royal Challengers Bangalore,Bought
Rasikh dar,2025,6 crore,Royal Challengers Bangalore,Bought
Krunal pandya,2025,5.75 crore,Royal Challengers Bangalore,Bought
Yash Dayal,2025,5 crore,Royal Challengers Bangalore,Retained
Tim David,2025,3 crore,Royal Challengers Bangalore,Bought
Suyash Sharma,2025,2.6 crore,Royal Challengers Bangalore,Bought
Devdutt Padikkal,2025,2 crore,Royal Challengers Bangalore,Bought
Cameron Green,2024,17.5 crore,Royal Challengers Bangalore,Bought
Virat kohli,2024,15 crore,Royal Challengers Bangalore,Retained
Alzarri joseph,2024,11.5 crore,Royal Challengers Bangalore,Bought
Glenn maxwell,2024,11 crore,Royal Challengers Bangalore,Retained
Faf du Plessis,2024,7 crore,Royal Challengers Bangalore,Retained
Mohammed siraj,2024,7 crore,Royal Challengers Bangalore,Retained
Dinesh karthik,2024,5.5 crore,Royal Challengers Bangalore,Retained
Mohammad Ali,2024,3.4 crore,Royal Challengers Bangalore,Retained
Yash Dayal,2024,3.2 crore,Royal Challengers Bangalore,Bought
Lockie ferguson,2024,2 crore,Royal Challengers Bangalore,Bought
Saurav Chauhan,2024,2 crore,Royal Challengers Bangalore,Bought
Mayank dagar,2024,1.8 crore,Royal Challengers Bangalore,Bought
Mahipal lomror,2024,0.95 crore,Royal Challengers Bangalore,Retained
Vijaykumar Vyshak,2024,0.75 crore,Royal Challengers Bangalore,Bought
Karn sharma,2024,0.5 crore,Royal Challengers Bangalore,Retained
Suyash Prabhudessai,2024,0.3 crore,Royal Challengers Bangalore,Retained
Akash Deep,2024,0.2 crore,Royal Challengers Bangalore,Retained
Himanshu Sharma,2024,0.2 crore,Royal Challengers Bangalore,Bought
Manoj Bhandage,2024,0.2 crore,Royal Challengers Bangalore,Bought
Rajan Kumar,2024,0.2 crore,Royal Challengers Bangalore,Bought
Rajat Patidar,2024,0.2 crore,Royal Challengers Bangalore,Retained
Swapnil singh,2024,0.2 crore,Royal Challengers Bangalore,Retained
Tom curran,2024,0 crore,Royal Challengers Bangalore,Bought
Virat kohli,2023,15 crore,Royal Challengers Bangalore,Retained
Glenn maxwell,2023,11 crore,Royal Challengers Bangalore,Retained
Harshal patel,2023,10.75 crore,Royal Challengers Bangalore,Retained
Wanindu Hasaranga,2023,10.75 crore,Royal Challengers Bangalore,Retained
Josh Hazlewood,2023,7.75 crore,Royal Challengers Bangalore,Retained
Faf du Plessis,2023,7 crore,Royal Challengers Bangalore,Retained
Mohammed siraj,2023,7 crore,Royal Challengers Bangalore,Retained
Dinesh karthik,2023,5.5 crore,Royal Challengers Bangalore,Retained
Mohammad Ali,2023,3.4 crore,Royal Challengers Bangalore,Bought
Shahbaz Ahmed,2023,2.4 crore,Royal Challengers Bangalore,Retained
David willey,2023,2 crore,Royal Challengers Bangalore,Retained
Reece Topley,2023,1.9 crore,Royal Challengers Bangalore,Bought
Kedar jadhav,2023,1 crore,Royal Challengers Bangalore,Bought
Michael Bracewell,2023,1 crore,Royal Challengers Bangalore,Bought
Mahipal lomror,2023,0.95 crore,Royal Challengers Bangalore,Retained
Karn sharma,2023,0.5 crore,Royal Challengers Bangalore,Bought
Suyash Prabhudessai,2023,0.3 crore,Royal Challengers Bangalore,Retained
Akash Deep,2023,0.2 crore,Royal Challengers Bangalore,Bought
Sonu Yadav,2023,0.2 crore,Royal Challengers Bangalore,Bought
Vijaykumar Vyshak,2023,0.2 crore,Royal Challengers Bangalore,Bought
Wayne Parnell,2023,0 crore,Royal Challengers Bangalore,Bought
Virat kohli,2022,15 crore,Royal Challengers Bangalore,Retained
Glenn maxwell,2022,11 crore,Royal Challengers Bangalore,Retained
Harshal patel,2022,10.75 crore,Royal Challengers Bangalore,Bought
Harshal Patel,2022,"?10,75,00,000 crore",Royal Challengers Bangalore,Bought
Wanindu Hasaranga,2022,10.75 crore,Royal Challengers Bangalore,Bought
Wanindu Hasaranga,2022,"?10,75,00,000 crore",Royal Challengers Bangalore,Bought
Josh Hazlewood,2022,7.75 crore,Royal Challengers Bangalore,Bought
Faf du Plessis,2022,7 crore,Royal Challengers Bangalore,Bought
Faf Du Plessis,2022,"?7,00,00,000 crore",Royal Challengers Bangalore,Bought
Mohammed siraj,2022,7 crore,Royal Challengers Bangalore,Retained
Dinesh karthik,2022,5.5 crore,Royal Challengers Bangalore,Bought
Dinesh Karthik,2022,"?5,50,00,000 crore",Royal Challengers Bangalore,Bought
Anuj Rawat,2022,"?3,40,00,000 crore",Royal Challengers Bangalore,Bought
Mohammad Ali,2022,3.4 crore,Royal Challengers Bangalore,Bought
Shahbaz Ahamad,2022,"?2,40,00,000 crore",Royal Challengers Bangalore,Bought
Shahbaz Ahmed,2022,2.4 crore,Royal Challengers Bangalore,Bought
David willey,2022,2 crore,Royal Challengers Bangalore,Bought
David Willey,2022,"?2,00,00,000 crore",Royal Challengers Bangalore,Bought
Sherfane rutherford,2022,1 crore,Royal Challengers Bangalore,Bought
Sherfane Rutherford,2022,"?1,00,00,000 crore",Royal Challengers Bangalore,Bought
Mahipal Lomror,2022,"?95,00,000 crore",Royal Challengers Bangalore,Bought
Finn Allen,2022,"?80,00,000 crore",Royal Challengers Bangalore,Bought
Jason Behrendorff,2022,"?75,00,000 crore",Royal Challengers Bangalore,Bought
Siddharth Kaul,2022,"?75,00,000 crore",Royal Challengers Bangalore,Bought
Karn Sharma,2022,"?50,00,000 crore",Royal Challengers Bangalore,Bought
Suyash Prabhudessai,2022,0.3 crore,Royal Challengers Bangalore,Bought
Suyash Prabhudessai,2022,"?30,00,000 crore",Royal Challengers Bangalore,Bought
Chama Milind,2022,"?25,00,000 crore",Royal Challengers Bangalore,Bought
Akash Deep,2022,0.2 crore,Royal Challengers Bangalore,Bought
Aneeshwar Gautam,2022,"?20,00,000 crore",Royal Challengers Bangalore,Bought
Luvnith Sisodia,2022,"?20,00,000 crore",Royal Challengers Bangalore,Bought
Virat kohli,2021,17 crore,Royal Challengers Bangalore,Retained
Kyle Jamieson,2021,15 crore,Royal Challengers Bangalore,Bought
Kyle Jamieson,2021,"15,00,00,000 crore",Royal Challengers Bangalore,Unsold
Glenn maxwell,2021,14.25 crore,Royal Challengers Bangalore,Bought
Glenn Maxwell,2021,"14,25,00,000 crore",Royal Challengers Bangalore,Unsold
Ab de villiers,2021,11 crore,Royal Challengers Bangalore,Retained
Harshal patel,2021,10.75 crore,Royal Challengers Bangalore,Bought
Yuzvendra chahal,2021,6.00 crore,Royal Challengers Bangalore,Retained
Dan Christian,2021,"4,80,00,000 crore",Royal Challengers Bangalore,Unsold
Daniel christian,2021,4.8 crore,Royal Challengers Bangalore,Bought
Washington sundar,2021,3.2 crore,Royal Challengers Bangalore,Retained
Mohammed siraj,2021,2.6 crore,Royal Challengers Bangalore,Retained
Shahbaz Ahmed,2021,2.4 crore,Royal Challengers Bangalore,Bought
Kona Srikar Bharat,2021,"20,00,000 crore",Royal Challengers Bangalore,Unsold
Mohammed Azharudeen,2021,"20,00,000 crore",Royal Challengers Bangalore,Unsold
Rajat Patidar,2021,0.2 crore,Royal Challengers Bangalore,Bought
Sachin Baby,2021,"20,00,000 crore",Royal Challengers Bangalore,Unsold
Suyash Prabhudesai,2021,"20,00,000 crore",Royal Challengers Bangalore,Unsold
Virat kohli,2020,17 crore,Royal Challengers Bangalore,Retained
Ab de villiers,2020,11 crore,Royal Challengers Bangalore,Retained
Ronan Herrmann,2020,10 crore,Royal Challengers Bangalore,Bought
Yuzvendra chahal,2020,6 crore,Royal Challengers Bangalore,Retained
Shivam dube,2020,5 crore,Royal Challengers Bangalore,Bought
Aaron Finch,2020,4.4 crore,Royal Challengers Bangalore,Bought
Umesh yadav,2020,4.2 crore,Royal Challengers Bangalore,Retained
Kane richardson,2020,4 crore,Royal Challengers Bangalore,Bought
Washington sundar,2020,3.2 crore,Royal Challengers Bangalore,Retained
Navdeep saini,2020,3 crore,Royal Challengers Bangalore,Retained
Thomas Kaber,2020,2.6 crore,Royal Challengers Bangalore,Retained
Dale steyn,2020,2 crore,Royal Challengers Bangalore,Bought
Moeen Ali,2020,1.7 crore,Royal Challengers Bangalore,Retained
Pawan negi,2020,1 crore,Royal Challengers Bangalore,Bought
Gurkeerat singh,2020,0.5 crore,Royal Challengers Bangalore,Bought
Nqabayomzi Peter,2020,0.5 crore,Royal Challengers Bangalore,Bought
Devdutt Padikkal,2020,0.2 crore,Royal Challengers Bangalore,Retained
Keith Dudgeon,2020,0.2 crore,Royal Challengers Bangalore,Bought
Kwena Maphaka,2020,0.2 crore,Royal Challengers Bangalore,Bought
Patrick Kruger,2020,0.2 crore,Royal Challengers Bangalore,Bought
Kyle Simmonds,2020,0 crore,Royal Challengers Bangalore,Bought
Virat kohli,2019,17 crore,Royal Challengers Bangalore,Retained
Ab de villiers,2019,11 crore,Royal Challengers Bangalore,Retained
Marcus Stoinis,2019,6.2 crore,Royal Challengers Bangalore,Bought
Yuzvendra chahal,2019,6 crore,Royal Challengers Bangalore,Retained
Shivam dube,2019,5 crore,Royal Challengers Bangalore,Bought
Shimron hetmyer,2019,4.2 crore,Royal Challengers Bangalore,Bought
Umesh yadav,2019,4.2 crore,Royal Challengers Bangalore,Retained
Akshdeep nath,2019,3.6 crore,Royal Challengers Bangalore,Bought
Washington sundar,2019,3.2 crore,Royal Challengers Bangalore,Retained
Navdeep saini,2019,3 crore,Royal Challengers Bangalore,Bought
Mohammed siraj,2019,2.6 crore,Royal Challengers Bangalore,Retained
Colin de grandhomme,2019,2.2 crore,Royal Challengers Bangalore,Bought
Moeen Ali,2019,1.7 crore,Royal Challengers Bangalore,Retained
Parthiv patel,2019,1.7 crore,Royal Challengers Bangalore,Retained
Prayas ray barman,2019,1.5 crore,Royal Challengers Bangalore,Bought
Dale steyn,2019,1 crore,Royal Challengers Bangalore,Bought
Pawan negi,2019,1 crore,Royal Challengers Bangalore,Bought
Tim southee,2019,1 crore,Royal Challengers Bangalore,Retained
Kulwant khejroliya,2019,0.85 crore,Royal Challengers Bangalore,Bought
Gurkeerat singh,2019,0.5 crore,Royal Challengers Bangalore,Bought
Heinrich Klaasen,2019,0.5 crore,Royal Challengers Bangalore,Bought
Milind Kumar,2019,0.2 crore,Royal Challengers Bangalore,Bought
Virat kohli,2018,17 crore,Royal Challengers Bangalore,Retained
Ab de villiers,2018,11 crore,Royal Challengers Bangalore,Retained
Chris woakes,2018,7.4 crore,Royal Challengers Bangalore,Bought
Yuzvendra chahal,2018,6 crore,Royal Challengers Bangalore,Retained
Umesh yadav,2018,4.2 crore,Royal Challengers Bangalore,Bought
Brendon mccullum,2018,3.6 crore,Royal Challengers Bangalore,Bought
Washington sundar,2018,3.2 crore,Royal Challengers Bangalore,Bought
Quinton de Kock,2018,2.8 crore,Royal Challengers Bangalore,Bought
Mohammed siraj,2018,2.6 crore,Royal Challengers Bangalore,Bought
Colin de grandhomme,2018,2.2 crore,Royal Challengers Bangalore,Bought
Murugan ashwin,2018,2.2 crore,Royal Challengers Bangalore,Bought
Corey anderson,2018,2 crore,Royal Challengers Bangalore,Bought
Sarfaraz khan,2018,1.75 crore,Royal Challengers Bangalore,Retained
Moeen Ali,2018,1.7 crore,Royal Challengers Bangalore,Bought
Mandeep singh,2018,1.4 crore,Royal Challengers Bangalore,Bought
Manan vohra,2018,1.1 crore,Royal Challengers Bangalore,Bought
Pawan negi,2018,1 crore,Royal Challengers Bangalore,Bought
Tim southee,2018,1 crore,Royal Challengers Bangalore,Bought
Kulwant khejroliya,2018,0.85 crore,Royal Challengers Bangalore,Bought
Parthiv patel,2018,0.2 crore,Royal Challengers Bangalore,Bought
Kagiso Rabada,2022,9.25 crore,Kings XI Punjab,Bought
Jonny bairstow,2022,6.75 crore,Kings XI Punjab,Bought
Vaibhav Arora,2022,2 crore,Kings XI Punjab,Bought
Jitesh Sharma,2022,0.2 crore,Kings XI Punjab,Bought
Jhye Richardson,2021,14 crore,Kings XI Punjab,Bought
Lokesh rahul,2021,11 crore,Kings XI Punjab,Retained
Riley Meredith,2021,8 crore,Kings XI Punjab,Bought
Shahrukh Khan,2021,5.25 crore,Kings XI Punjab,Bought
Mohammad shami,2021,4.8 crore,Kings XI Punjab,Retained
Deepak hooda,2021,4.2 crore,Kings XI Punjab,Bought
Nicholas Pooran,2021,4.2 crore,Kings XI Punjab,Retained
Chris gayle,2021,2 crore,Kings XI Punjab,Retained
Simran singh,2021,0.6 crore,Kings XI Punjab,Retained
Arshdeep singh,2021,0.2 crore,Kings XI Punjab,Retained
Murugan ashwin,2021,0.2 crore,Kings XI Punjab,Bought
Lokesh rahul,2020,11 crore,Kings XI Punjab,Retained
Glenn maxwell,2020,10.75 crore,Kings XI Punjab,Bought
Isitha Wijesundara,2020,8.5 crore,Kings XI Punjab,Bought
Colin Archibald,2020,6.2 crore,Kings XI Punjab,Bought
Karun nair,2020,5.6 crore,Kings XI Punjab,Retained
Mohammad shami,2020,4.8 crore,Kings XI Punjab,Bought
Simran singh,2020,4.8 crore,Kings XI Punjab,Retained
Nicholas Pooran,2020,4.2 crore,Kings XI Punjab,Bought
Chris jordan,2020,3.00 crore,Kings XI Punjab,Bought
Chris gayle,2020,2 crore,Kings XI Punjab,Bought
Harpreet brar,2020,2 crore,Kings XI Punjab,Bought
Ravi Bishnoi,2020,2 crore,Kings XI Punjab,Bought
Mayank agarwal,2020,1 crore,Kings XI Punjab,Bought
Hardus Viljoen,2020,0.75 crore,Kings XI Punjab,Bought
Simran singh,2020,0.55 crore,Kings XI Punjab,Bought
Deepak hooda,2020,0.5 crore,Kings XI Punjab,Bought
Harry Dixon,2020,0.5 crore,Kings XI Punjab,Bought
Mandeep singh,2020,0.5 crore,Kings XI Punjab,Bought
Christopher King,2020,0.3 crore,Kings XI Punjab,Retained
Sarfaraz khan,2020,0.25 crore,Kings XI Punjab,Retained
Arshdeep singh,2020,0.2 crore,Kings XI Punjab,Retained
Heath Richards,2020,0.2 crore,Kings XI Punjab,Bought
Iain Carlisle,2020,0.2 crore,Kings XI Punjab,Bought
Jagadeesha suchith,2020,0.2 crore,Kings XI Punjab,Bought
Murugan ashwin,2020,0.2 crore,Kings XI Punjab,Bought
Lokesh rahul,2019,11 crore,Kings XI Punjab,Retained
Varun chakravarthy,2019,8.4 crore,Kings XI Punjab,Bought
Ravichandran ashwin,2019,7.6 crore,Kings XI Punjab,Retained
Andrew tye,2019,7.2 crore,Kings XI Punjab,Retained
Sam Curran,2019,7.2 crore,Kings XI Punjab,Bought
Karun nair,2019,5.6 crore,Kings XI Punjab,Retained
Mohammad shami,2019,4.8 crore,Kings XI Punjab,Bought
Simran singh,2019,4.8 crore,Kings XI Punjab,Bought
Nicholas Pooran,2019,4.2 crore,Kings XI Punjab,Bought
Ankit rajpoot,2019,3 crore,Kings XI Punjab,Bought
David Miller,2019,3 crore,Kings XI Punjab,Bought
Murugan ashwin,2019,2.2 crore,Kings XI Punjab,Bought
Chris gayle,2019,2 crore,Kings XI Punjab,Retained
Hardus Viljoen,2019,2 crore,Kings XI Punjab,Bought
Mayank agarwal,2019,1 crore,Kings XI Punjab,Bought
Moises henriques,2019,1 crore,Kings XI Punjab,Bought
Sarfaraz khan,2019,0.25 crore,Kings XI Punjab,Bought
Harpreet brar,2019,0.2 crore,Kings XI Punjab,Bought
Arshdeep singh,2019,0 crore,Kings XI Punjab,Bought
Mandeep singh,2019,0 crore,Kings XI Punjab,Bought
Axar patel,2018,12.5 crore,Kings XI Punjab,Retained
Lokesh rahul,2018,11 crore,Kings XI Punjab,Bought
Ravichandran ashwin,2018,7.6 crore,Kings XI Punjab,Bought
Andrew tye,2018,7.2 crore,Kings XI Punjab,Bought
Aaron Finch,2018,6.2 crore,Kings XI Punjab,Bought
Marcus Stoinis,2018,6.2 crore,Kings XI Punjab,Retained
Karun nair,2018,5.6 crore,Kings XI Punjab,Bought
Mujeeb zadran,2018,4 crore,Kings XI Punjab,Bought
Ankit rajpoot,2018,3 crore,Kings XI Punjab,Bought
David Miller,2018,3 crore,Kings XI Punjab,Retained
Mohit sharma,2018,2.4 crore,Kings XI Punjab,Bought
Brainder sran,2018,2.2 crore,Kings XI Punjab,Bought
Chris gayle,2018,2 crore,Kings XI Punjab,Bought
Yuvraj singh,2018,2 crore,Kings XI Punjab,Bought
Mayank dagar,2018,1.6 crore,Kings XI Punjab,Bought
Akshdeep nath,2018,1 crore,Kings XI Punjab,Bought
Manoj tiwary,2018,1 crore,Kings XI Punjab,Bought
Mayank agarwal,2018,1 crore,Kings XI Punjab,Bought
Heinrich Klaasen,2025,23 crore,Sunrisers Hyderabad,Retained
Patrick cummins,2025,18 crore,Sunrisers Hyderabad,Retained
Abhishek sharma,2025,14 crore,Sunrisers Hyderabad,Retained
Travis head,2025,14 crore,Sunrisers Hyderabad,Retained
Ishan kishan,2025,11.25 crore,Sunrisers Hyderabad,Bought
Mohammad shami,2025,10 crore,Sunrisers Hyderabad,Bought
Harshal patel,2025,8 crore,Sunrisers Hyderabad,Bought
Nitish Kumar Reddy,2025,6 crore,Sunrisers Hyderabad,Retained
Abhinav Manohar,2025,3.2 crore,Sunrisers Hyderabad,Bought
Rahul chahar,2025,3.2 crore,Sunrisers Hyderabad,Bought
Adam zampa,2025,2.4 crore,Sunrisers Hyderabad,Bought
Simarjeet Singh,2025,1.5 crore,Sunrisers Hyderabad,Bought
Atharva Taide,2025,0.3 crore,Sunrisers Hyderabad,Bought
Patrick cummins,2024,20 crore,Sunrisers Hyderabad,Bought
Heinrich Klaasen,2024,9.5 crore,Sunrisers Hyderabad,Retained
Washington sundar,2024,8.75 crore,Sunrisers Hyderabad,Retained
Rahul tripathi,2024,8.5 crore,Sunrisers Hyderabad,Retained
Mayank agarwal,2024,8.25 crore,Sunrisers Hyderabad,Retained
Travis head,2024,6.8 crore,Sunrisers Hyderabad,Bought
Abhishek sharma,2024,6.5 crore,Sunrisers Hyderabad,Retained
Fazalhaq Farooqi,2024,5.0 crore,Sunrisers Hyderabad,Bought
Bhuvneshwar kumar,2024,4.2 crore,Sunrisers Hyderabad,Retained
Abdul Samad,2024,4 crore,Sunrisers Hyderabad,Retained
T natarajan,2024,4 crore,Sunrisers Hyderabad,Retained
Nitish Kumar Reddy,2024,3 crore,Sunrisers Hyderabad,Bought
Aiden Markram,2024,2.6 crore,Sunrisers Hyderabad,Retained
Sanvir Singh,2024,2 crore,Sunrisers Hyderabad,Bought
Upendra Yadav,2024,2 crore,Sunrisers Hyderabad,Bought
Jaydev unadkat,2024,1.6 crore,Sunrisers Hyderabad,Bought
Glenn Phillips,2024,1.5 crore,Sunrisers Hyderabad,Retained
Mayank markande,2024,1.50 crore,Sunrisers Hyderabad,Bought
